web-scraper-order,web-scraper-start-url,rooms_area_Price-raw,adress_raw,price_raw,description_raw,text_raw
"1726581137-29","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn4","2.5 Zimmer, 62m², CHF 2’260.– Top","St. Gallerstrasse 84, 8400 Winterthur","CHF 2’260.–","Erstbezug nach Totalsanierung - Ihre neue Traumwohnung","2.5 Zimmer, 62m², CHF 2’260.– TopSt. Gallerstrasse 84, 8400 WinterthurErstbezug nach Totalsanierung - Ihre neue Traumwohnung An zentraler Lage an der St. Gallerstr. 82/84 vermieten wir per Januar 2025 attraktive 2.5- und 3.5-Zimmer-Wohnungen, die nach einer vollumfänglichen Totalsanierung in neuem Glanz erstrahlen.Die modernen Wohnungen überzeugen mit folgenden Pluspunkten:- Grosszügiger Wohn-/Essbereich - Gut möblierbare und einzigartige Grundrisse- Hochwertige und elegante Küchen - Lichtdurchflutete und pflegeleichte Bäder - Eingangsbereich mit Einbauschränken- Waschmaschine/Tumbler in der Wohnung- Fussbodenheizung- Gemütliche Balkone oder Sitzplätze zum Verweilen und Geniessen- Zentrale und doch ruhig gelegene Lage unweit vom Stadtzentrum- Zahlreiche Einkaufs- und Verpflegungsmöglichkeiten in unmittelbarer GehdistanzInformieren Sie sich auf der Projektwebseite über das gesamte Wohnungsangebot und finden Sie heute noch Ihre neue Traumwohnung. Bei Fragen oder für ergänzende Auskünfte stehen wir Ihnen gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme."
"1726581137-30","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn4","3.5 Zimmer, 94m², CHF 2’530.– Top","St. Gallerstrasse 84, 8400 Winterthur","CHF 2’530.–","Erstbezug nach Totalsanierung - Ihre neue Traumwohnung","3.5 Zimmer, 94m², CHF 2’530.– TopSt. Gallerstrasse 84, 8400 WinterthurErstbezug nach Totalsanierung - Ihre neue Traumwohnung An zentraler Lage an der St. Gallerstr. 82/84 vermieten wir per Januar 2025 attraktive 2.5- und 3.5-Zimmer-Wohnungen, die nach einer vollumfänglichen Totalsanierung in neuem Glanz erstrahlen.Die modernen Wohnungen überzeugen mit folgenden Pluspunkten:- Grosszügiger Wohn-/Essbereich - Gut möblierbare und einzigartige Grundrisse- Hochwertige und elegante Küchen - Lichtdurchflutete und pflegeleichte Bäder - Eingangsbereich mit Einbauschränken- Waschmaschine/Tumbler in der Wohnung- Fussbodenheizung- Gemütliche Balkone oder Sitzplätze zum Verweilen und Geniessen- Zentrale und doch ruhig gelegene Lage unweit vom Stadtzentrum- Zahlreiche Einkaufs- und Verpflegungsmöglichkeiten in unmittelbarer GehdistanzInformieren Sie sich auf der Projektwebseite über das gesamte Wohnungsangebot und finden Sie heute noch Ihre neue Traumwohnung. Bei Fragen oder für ergänzende Auskünfte stehen wir Ihnen gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme."
"1726581137-31","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn4","2.5 Zimmer, 63m², CHF 2’260.– Top","St. Gallerstrasse 84, 8400 Winterthur","CHF 2’260.–","Erstbezug nach Totalsanierung - Ihre neue Traumwohnung","2.5 Zimmer, 63m², CHF 2’260.– TopSt. Gallerstrasse 84, 8400 WinterthurErstbezug nach Totalsanierung - Ihre neue Traumwohnung An zentraler Lage an der St. Gallerstr. 82/84 vermieten wir per Januar 2025 attraktive 2.5- und 3.5-Zimmer-Wohnungen, die nach einer vollumfänglichen Totalsanierung in neuem Glanz erstrahlen.Die modernen Wohnungen überzeugen mit folgenden Pluspunkten:- Grosszügiger Wohn-/Essbereich - Gut möblierbare und einzigartige Grundrisse- Hochwertige und elegante Küchen - Lichtdurchflutete und pflegeleichte Bäder - Eingangsbereich mit Einbauschränken- Waschmaschine/Tumbler in der Wohnung- Fussbodenheizung- Gemütliche Balkone oder Sitzplätze zum Verweilen und Geniessen- Zentrale und doch ruhig gelegene Lage unweit vom Stadtzentrum- Zahlreiche Einkaufs- und Verpflegungsmöglichkeiten in unmittelbarer GehdistanzInformieren Sie sich auf der Projektwebseite über das gesamte Wohnungsangebot und finden Sie heute noch Ihre neue Traumwohnung. Bei Fragen oder für ergänzende Auskünfte stehen wir Ihnen gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme."
"1726581137-32","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn4","1 Zimmer, 36m², CHF 1’205.– Top","Feldstr. 49, 8400 Winterthur","CHF 1’205.–","Zentrumsnahes Wohnen «Mieten ohne Kaution»","1 Zimmer, 36m², CHF 1’205.– TopFeldstr. 49, 8400 WinterthurZentrumsnahes Wohnen «Mieten ohne Kaution» Suchen Sie eine Wohnung an zentraler Lage, dann wäre dies die perfekte Wohnung für Sie.Suchen Sie eine Wohnung in zentraler Lage, dann wäre dies die perfekte Wohnung für Sie.- Parkett im Wohn-/Schlafzimmer - Linoleum im Korridor- Keramische Platten in Bad und Küche- Küche mit Glaskeramikherd, Backofen und Geschirrspüler - Bad/WC mit Waschbeckenunterschrank- Balkon- Eigenes Keller- und Estrichabteil- Lift vorhandenDen Hauptbahnhof erreichen Sie zu Fuss in nur 7 Gehminuten. Ausserdem gibt es diverse Einkaufsmöglichkeiten in unmittelbarer Gehdistanz und die Altstadt ist auch nicht weit entfernt. Schauen Sie an einem Besichtigungstermin rein und lassen Sie sich selbst von der Wohnung überzeugen.(Die Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer der angebotenen Wohnung.)"
"1726581137-33","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn4","3.5 Zimmer, 74m², CHF 2’120.– Top","Bachwiesenstrasse 40, 8405 Winterthur","CHF 2’120.–","Totalsanierte 3.5-Zimmer Wohnungen in Seen zu vermieten","3.5 Zimmer, 74m², CHF 2’120.– TopBachwiesenstrasse 40, 8405 WinterthurTotalsanierte 3.5-Zimmer Wohnungen in Seen zu vermieten Per 01. November 2024 wird diese totalsanierte 3.5 Zimmer Wohnung in Seen vermietet!Besichtigung:Die Besichtigung findet wie folgt ohne Voranmeldung statt: - Mittwoch, 18.09.2024 / 17.00 - 18.00 Uhr Die Wohnung überzeugt durch:- Neue Küche mit Electrolux Geräten, Induktions-Glaskeramikkochfeld- Geschirrspüler- Neue Bodenbeläge in Küche und Bad (Feinsteinzeug-Platten)- Eichenparkett-Boden im Wohnzimmer und Schlafzimmer- Gesamte Wohnung frisch gestrichen- Waschmaschine und Tumbler in der Wohnung - Glasfaseranschluss- 2 Balkons mit AbendsonneHierbei handelt es sich um Musterbilder, welche lediglich den Ausbaustandard darstellen.Allgemeine Erneuerungen:- Neue Aussenwärmedämmung an der Fassade- Neues Flachdach mit PV-Anlage- Auffrischung der Balkone- Neue Fenster und Verbundraffstoren- Neue Hauseingangstüren und Briefkastenanlagen- Erdsonden-Wärmepumpen-Heizung- Frisch gestrichenes Treppenhaus und neues Treppenhausgeländer- Neu erstellter Spielplatz Lage:Die im 2024 totalsanierten Wohnungen liegen ideal in Seen. Der Bahnhof ist in nur 5 Gehminuten erreichbar. Das Shopping Center ""Seen"" und diverse Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe. Kindergarten und Schulen sind ebenfalls zu Fuss erreichbar.Nebenräume / Gemeinsame Räume:Ein eigenes Kellerabteil mit Steckdose sowie ein gemeinsamer Veloraum stehen zur Verfügung.Bitte beachten Sie, dass das Haus keinen Lift hat.In dieser Liegenschaft werden nur Hauskatzen als Haustiere erlaubt.Parkmöglichkeiten:Ein Tiefgaragenplatz kann bei Bedarf für CHF 140.00/Mt. pro Monat dazu gemietet werden.Es stehen auch Elektroeinstellplätze für CHF 160.00/Mt. zur Verfügung.Kontaktmöglichkeiten:Für detaillierte Auskünfte steht Ihnen Frau Sara Burgermeister (sara.burgermeister@auwiesen.ch) gerne zur Verfügung.Wir freuen uns auf Ihre Kontaktaufnahme!"
"1726581137-34","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn4","2 Zimmer, 52m², CHF 1’700.– Top","Bachwiesenstrasse 40, 8405 Winterthur","CHF 1’700.–","Totalsanierte 2-Zimmer Wohnungen in Seen zu vermieten","2 Zimmer, 52m², CHF 1’700.– TopBachwiesenstrasse 40, 8405 WinterthurTotalsanierte 2-Zimmer Wohnungen in Seen zu vermieten Per 01. November 2024 wird diese totalsanierte 2-Zimmer-Wohnung in Seen vermietet!Besichtigung:Die Besichtigung findet wie folgt ohne Voranmeldung statt: - Mittwoch, 18.09.2024 / 17.00 - 18.00 Uhr Bitte beachten Sie die Beschilderung vor Ort.Die Wohnung überzeugt durch:- Neue Küche mit Electrolux Geräten, Induktions-Glaskeramikkochfeld- Geschirrspüler- Neue Bodenbeläge in Küche und Bad (Feinsteinzeug-Platten)- Wohnzimmer und Schlafzimmer mit Eichenparkett- Gesamte Wohnung frisch gestrichen- Waschmaschine und Tumbler in der Wohnung - Glasfaseranschluss- Balkon mit Abendsonne- LiftHierbei handelt es sich um Musterbilder, welche lediglich den Ausbaustandard darstellen.Allgemeine Erneuerungen:- Neue Aussenwärmedämmung an der Fassade- Neues Flachdach mit PV-Anlage- Auffrischung der Balkone- Neue Fenster und Verbundraffstoren- Neue Hauseingangstüren und Briefkastenanlagen- Erdsonden-Wärmepumpen-Heizung- Frisch gestrichenes Treppenhaus und neues Treppenhausgeländer- Neu erstellter Spielplatz Lage:Die im 2024 totalsanierten Wohnungen liegen ideal in Seen. Der Bahnhof ist in nur 5 Gehminuten erreichbar. Das Shopping Center ""Seen"" und diverse Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe. Kindergarten und Schulen sind ebenfalls zu Fuss erreichbar.Nebenräume / Gemeinsame Räume:Ein eigenes Kellerabteil mit Steckdose sowie ein gemeinsamer Veloraum stehen zur Verfügung.In dieser Liegenschaft werden nur Hauskatzen als Haustiere erlaubt.Parkmöglichkeiten:Ein Tiefgaragenplatz kann bei Bedarf für CHF 140.00/Mt. pro Monat dazu gemietet werden.Es stehen auch Elektroeinstellplätze für CHF 160.00/Mt. zur Verfügung.Kontaktmöglichkeiten:Für detaillierte Auskünfte steht Ihnen Frau Sara Burgermeister (sara.burgermeister@auwiesen.ch) gerne zur Verfügung.Wir freuen uns auf Ihre Kontaktaufnahme!"
"1726581137-35","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn4","4 Zimmer, 87m², CHF 2’390.– Top","Bachwiesenstrasse 38, 8405 Winterthur","CHF 2’390.–","Totalsanierte 4-Zimmer Wohnung in Seen zu vermieten","4 Zimmer, 87m², CHF 2’390.– TopBachwiesenstrasse 38, 8405 WinterthurTotalsanierte 4-Zimmer Wohnung in Seen zu vermieten Per 01. November 2024 wird diese totalsanierte 4-Zimmer-Wohnung in Seen vermietet!Besichtigung:Bitte melden Sie sich direkt bei uns für einen Besichtigungstermin. Die Wohnung überzeugt durch:- Neue Küche mit Electrolux Geräten, Induktions-Glaskeramikkochfeld- Geschirrspüler- Komplettsaniertes Bad- Neue Bodenbeläge in Küche und Bad (Feinsteinzeug-Platten)- Eichen-Parkettboden im Wohnzimmer und Schlafzimmer- Gesamte Wohnung frisch gestrichen- Waschmaschine und Tumbler in der Wohnung - Glasfaseranschluss- Balkon mit AbendsonneHierbei handelt es sich um Musterbilder, welche lediglich den Ausbaustandard darstellen.Allgemeine Erneuerungen:- Neue Aussenwärmedämmung an der Fassade- Neues Flachdach mit PV-Anlage- Auffrischung der Balkone- Neue Fenster und Verbundraffstoren- Neue Hauseingangstüren und Briefkastenanlagen- Erdsonden-Wärmepumpen-Heizung- Frisch gestrichenes Treppenhaus und neues Treppenhausgeländer- Neu erstellter Spielplatz Lage:Die im 2024 totalsanierten Wohnungen liegen ideal in Seen. Der Bahnhof ist in nur 5 Gehminuten erreichbar. Das Shopping Center ""Seen"" und diverse Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe. Kindergarten und Schulen sind ebenfalls zu Fuss erreichbar.Nebenräume / Gemeinsame Räume:Ein eigenes Kellerabteil mit Steckdose sowie ein gemeinsamer Veloraum stehen zur Verfügung.Bitte beachten Sie, dass das Haus keinen Lift hat.In dieser Liegenschaft werden nur Hauskatzen als Haustiere erlaubt.Parkmöglichkeiten:Ein Tiefgaragenplatz kann bei Bedarf für CHF 140.00/Mt. pro Monat dazu gemietet werden.Es stehen auch Elektroeinstellplätze für CHF 160.00/Mt. zur Verfügung.Kontaktmöglichkeiten:Für detaillierte Auskünfte steht Ihnen Frau Sara Burgermeister (sara.burgermeister@auwiesen.ch) gerne zur Verfügung.Wir freuen uns auf Ihre Kontaktaufnahme!"
"1726581137-36","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn4","3.5 Zimmer, 108m², CHF 2’913.–","Stadthausstrasse 12, 8400 Winterthur","CHF 2’913.–","Stilvolle Wohnung im Herzen der Stadt Winterthur","3.5 Zimmer, 108m², CHF 2’913.– Stadthausstrasse 12, 8400 WinterthurStilvolle Wohnung im Herzen der Stadt Winterthur An zentraler Lage vermieten wir eine attraktive und helle 3.5-Zimmer-Maisonette-Wohnung mit schöner Aussicht. Das Wohnobjekt mit speziellem Grundriss bietet Ihnen die folgenden Annehmlichkeiten: - Wohn- und Schlafzimmer mit Parkettboden- Wohnzimmer mit Cheminée- Galerie mit Laminatboden- Küche mit Geschirrspüler und Glaskeramikherd - Bad/WC mit Badewanne - separates WC mit Dusche - eigener Waschturm- Kellerabteil- Lift- kein BalkonBei den Bildern handelt es sich um Musterfotos, welche den Ausbaustandard veranschaulichen. Die genaue Raumaufteilung können Sie dem angefügten Grundriss entnehmen.Ein Einstellplatz kann bei Bedarf und Verfügbarkeit für CHF 210.00 pro Monat dazu gemietet werden.Aufgrund der zentralen Lage mitten in der Winterthurer Altstadt, erreichen Sie verschiedene Einkaufsmöglichkeiten sowie den Hauptbahnhof in wenigen Gehminuten. Hier leben Sie am Puls der Stadt Winterthur wo es Ihnen an nichts fehlen wird!Haben wir Ihr Interesse geweckt? Dann kontaktieren Sie uns direkt im Onlineinserat über ""Anbieter kontaktieren"". Sie erhalten anschliessend eine automatisierte E-Mail mit den Besichtigungsinformationen sowie der Möglichkeit, sich digital auf die Wohnung zu bewerben und/oder uns allfällige Fragen zu stellen.Wir freuen uns auf Ihre digitale Bewerbung nach der Besichtigung."
"1726581137-37","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn4","4.5 Zimmer, 128m², CHF 2’950.–","Else-Züblin-Strasse 70, 8404 Winterthur","CHF 2’950.–","Sue&Til - smart&urban","4.5 Zimmer, 128m², CHF 2’950.– Else-Züblin-Strasse 70, 8404 WinterthurSue&Til - smart&urban Willkommen bei sue&amp;til!Wir sind die neue Siedlung im modernen Winterthurer Quartier Neuhegi mit Parks und allem, was es für ein aktives Leben braucht. sue&amp;til legt grossen Wert darauf, Ihnen zahlreiche Highlights und An-nehmlichkeiten zu bieten. Sie können sicher sein, dass sue&amp;til Ihnen nicht nur alle Ihre Wünsche an Ihr neues Zuhause erfüllt, sondern viel mehr bietet.- offen gestaltete Grundrisse für die grosszügige Atmosphäre- Hochwertige Eichenparkettböden für den edlen Touch in den Wohnräumen- Hochwertiges Bad/WC mit Feinsteinzeugplatten als persönliche Wellnessoase- Offene Küche mit Natursteinabdeckung, Glaskeramikherd und Geschirrspüler, welche Deine Lust zum Kochen weckt- Komfort-Wohnungslüftung mit individueller Steuerung für ein behagliches Wohngefühl- Waschmaschine und Tumbler in der Wohnung zur Erleichterung Ihren Alltags- Kellerabteil als zusätzlichen StauraumDie Bilder stammen von einer Typähnlichen Wohnung.Im Neuhegi leben Sie in einem eigenständigen, vielseitigen Arbeits- und Lebensraum, welcher Ihnen eine erstklassige Lebensqualität schenkt. sue&amp;til ist über sämtliche Verkehrsmittel hervorragend mit der Altstadt und dem Hauptbahnhof von Winterthur und den grösseren Städten der Schweiz verbun-den. Ob mit Ihrem Auto oder den ÖV, verschiedenste Möglichkeiten können ausgewählt werden, ganz individuell nach Ihren persönlichen Bedürfnissen. sue&amp;til passt für Singles, Paare und Familien - und sogar für Sie und Ihre Freunde, die zusammen eine Wohngemeinschaft gründen wollen. Wir freuen uns auf Sie - Ihr sue&amp;til."
"1726581137-38","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn4","2.5 Zimmer, 106m², CHF 2’820.–","Steinberggasse 3, 8400 Winterthur","CHF 2’820.–","Über den Dächern der Steinberggasse","2.5 Zimmer, 106m², CHF 2’820.– Steinberggasse 3, 8400 WinterthurÜber den Dächern der Steinberggasse Ab sofort oder nach Vereinbarung vermieten wir in der historischen Altstadtliegenschaft Steinberggasse 3 eine sehr geräumige und heimelige 2.5-Zimmer-Maisonettewohnung mit über 100 m2. Die Liegenschaft wurde im Jahr 2016 komplett renoviert. Die grosszügigen Zimmer lassen viel Raum für eigene Kreativität.Ihre wichtigsten Wohnungsvorzüge: • Grosszügiges Wohnzimmer mit offenem Cheminée • Hochwertiger Parkettboden in allen Wohnräumen • Moderne und offene Küche, ausgestattet mit modernen Geräten und Geschirrspüler • gedeckte Laube als einladende Loggia • Reduit • originelle Details mit Sichtbalken, Fenstern, Dachschrägen • Dusche/WC • eigener Waschturm • Kellerabteil im Untergeschoss Überzeugen Sie gleich selbst von dieser besonderen Dachwohnung in der Winterthurer Altstadt. Bitte melden Sie für die Besichtigung unter folgendem Link an: https://flatfox.ch/de/viewing/46232/?code=7viumwN0tBn56wX7uSHFyPjHopkxTJzQCrzMEjYYA1E Bei Fragen oder sonstigen Anliegen stehen wir Ihnen ebenfalls gerne zur Verfügung. Wir wünschen viel Freude bei der Besichtigung."
"1726581140-39","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn3","3.5 Zimmer, 90m², CHF 2’450.– Premium","Schönholzweg 45, 8409 Winterthur","CHF 2’450.–","Mehrgenerationswohnen mit Siedlungsassistenz, Fitnessstudio und vielem mehr","3.5 Zimmer, 90m², CHF 2’450.– PremiumSchönholzweg 45, 8409 WinterthurMehrgenerationswohnen mit Siedlungsassistenz, Fitnessstudio und vielem mehr Wohnüberbauung DOMUM Winterthur | Mehrgenerationswohnen mit Siedlungscoach, Fitnessstudio und vielem mehrAm Schönholzweg 28/41/43/45 in 8409 Winterthur befindet sich eine DOMUM-Mehrgenerationenüberbauung mit total 50 attraktiven 1.5-, 2.5-, 3.5- und 4.5-Zimmer-Mietwohnungen. Die Überbauung ist mit dem öffentlichen Verkehr sehr gut erschlossen. Zu Fuss oder mit dem Bus sind die nächsten Einkaufsmöglichkeiten innert wenigen Minuten erreichbar.Die Wohnbaugenossenschaft DOMUM bietet ein Zuhause für Senioren, Familien, Paare und Singles. Ein lebendiges Miteinander mit einem starken Wir-Gefühl und Offenheit für eine gute Nachbarschaft sind das Ziel. Gemeinschaftsräume ergänzen die eigene Wohnung - eine perfekte Mischung aus Individualität und Gemeinschaft. Der bauliche Komfort, kombiniert mit einem Siedlungscoach, ermöglicht zudem einen langen Verbleib im eigenen Zuhause, auch im zunehmenden Alter.Ab dem 01.11.2024 oder nach Vereinbarung kann in dieser Siedlung eine 3.5-Zimmer-Wohnung gemietet werden, welche sich im 2. Obergeschoss befindet.Als Mieterschaft profitieren Sie zusammengefasst von folgenden Annehmlichkeiten: • Moderne Architektur • Gehobener Ausbaustandard • Kellerabteil mit eigenem Waschturm • Siedlungsassistenz (Ansprechperson vor Ort für Fragen und Anliegen) • Fitnessraum mit diversen Sportgeräten • Gemeinschaftsräume für Unternehmungen und Veranstaltungen • Pauschale Heiz- und Nebenkosten • Alle Wohnbereiche sind dank der Liftanlage rollstuhlgängig In der Tiefgarage stehen Autoeinstellplätze (CHF 150.00/Monat) und Motoradeinstellplätze (CHF 50.00/Monat) zur Verfügung. Es sind auch Autoeinstellplätze vorhanden, welche für E-Mobility geeignet sind.Für Fragen oder die Vereinbarung eines Besichtigungstermins stehen wir gerne zur Verfügung und freuen uns auf die Kontaktaufnahme.Weitere Informationen über DOMUM sind auf der Webseite www.domum-wbg.ch ersichtlich."
"1726581140-40","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn3","3.5 Zimmer, 90m², CHF 3’145.– Premium","Weinbergstrasse 21, 8400 Winterthur","CHF 3’145.–","Loft am Weinberg","3.5 Zimmer, 90m², CHF 3’145.– PremiumWeinbergstrasse 21, 8400 WinterthurLoft am Weinberg Zur Vermietung steht eine hochmoderne Loftwohnung in Winterthur, gelegen an der Weinbergstrasse. Diese Wohnung bietet einen südlich ausgerichteten Gartensitzplatz, der direkt vom Wohnzimmer aus zugänglich ist und sich ideal für Entspannung eignet. Zusätzlich gibt es einen Balkon, der einen beeindruckenden Ausblick über Veltheim und die Altstadt bietet. Der gegenüberliegende Weinberg des Gallispitz ist sowohl von der Küche, als auch vom Badezimmer aus zu sehen.Ein Tiefgaragenstellplatz kann optional für CHF 160.- pro Monat angemietet werden. Es handelt sich um eine Nichtraucherwohnung. Katzen sind willkommen.Die Wohnung kann virtuell unter folgendem Link besichtigt werden: https://my.matterport.com/show/?m=J77HKH8NggqDie Wohnung bietet zahlreiche Vorteile, darunter: • herrliche Lage • ein einzigartiger Grundriss • Öffentliche Verkehrsmittel: und Geschäfte in Gehdistanz • qualitativ hochwertige und moderne Geräte • und vieles mehr... Besichtigungstermine(nur mit Voranmeldung)Freitag 20.09 späteren Nachmittag/Abend"
"1726581140-41","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn3","3.5 Zimmer, 88m², CHF 2’016.– Top","Emil Klöti-Str. 2, 8406 Winterthur","CHF 2’016.–","Wohnen in lebendigem Stadtquartier","3.5 Zimmer, 88m², CHF 2’016.– TopEmil Klöti-Str. 2, 8406 WinterthurWohnen in lebendigem Stadtquartier Günstige Verkehrslage, attraktiver Grundriss, modere Ausstattung und viel Luft: Diese Vorzüge machen diese Wohnung zu einem besonders begehrten Ort zum Leben und Sein. Die gepflegte Wohnsiedlung befindet sich an zentraler Lage im Quartier Töss. In wenigen Minuten erreichen Sie die Bushaltestelle sowie die Zufahrt zur A1. Einkaufen können Sie im nahegelegenen Einkaufszentrum.Für Ihre Wohnqualität: - Moderne Wohnküche mit Granitabdeckung und Geschirrspüler - Küche und Nasszelle mit Plattenböden - Grosszügiges Reduit neben der Küche - Wohnräume mit Parkettboden - Schlafzimmer mit Abstellkammer - Einbauschrank im Korridor - Elektrische Storen mit Fernbedienung - Waschmaschine und Tumbler in der Wohnung - Kellerabteil befindet sich direkt neben der WohnungInteressiert? Dann lohnt sich eine Besichtigung."
"1726581140-42","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn3","2.5 Zimmer, 49m², CHF 1’990.– Top","St. Gallerstrasse 82, 8400 Winterthur","CHF 1’990.–","Erstbezug nach Totalsanierung - Ihre neue Traumwohnung","2.5 Zimmer, 49m², CHF 1’990.– TopSt. Gallerstrasse 82, 8400 WinterthurErstbezug nach Totalsanierung - Ihre neue Traumwohnung An zentraler Lage an der St. Gallerstr. 82/84 vermieten wir per Januar 2025 attraktive 2.5- und 3.5-Zimmer-Wohnungen, die nach einer vollumfänglichen Totalsanierung in neuem Glanz erstrahlen.Die modernen Wohnungen überzeugen mit folgenden Pluspunkten:- Grosszügiger Wohn-/Essbereich - Gut möblierbare und einzigartige Grundrisse- Hochwertige und elegante Küchen - Lichtdurchflutete und pflegeleichte Bäder - Eingangsbereich mit Einbauschränken- Waschmaschine/Tumbler in der Wohnung- Fussbodenheizung- Gemütliche Balkone oder Sitzplätze zum Verweilen und Geniessen- Zentrale und doch ruhig gelegene Lage unweit vom Stadtzentrum- Zahlreiche Einkaufs- und Verpflegungsmöglichkeiten in unmittelbarer GehdistanzInformieren Sie sich auf der Projektwebseite über das gesamte Wohnungsangebot und finden Sie heute noch Ihre neue Traumwohnung. Bei Fragen oder für ergänzende Auskünfte stehen wir Ihnen gerne zur Verfügung. Wir freuen uns auf Ihre Kontaktaufnahme."
"1726581140-43","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn3","3.5 Zimmer, 89m², CHF 2’390.– Top","Burgstrasse 17, 8408 Winterthur","CHF 2’390.–","Exklusives Wohnen auf höchstem Niveau - MIETEN OHNE KAUTION","3.5 Zimmer, 89m², CHF 2’390.– TopBurgstrasse 17, 8408 WinterthurExklusives Wohnen auf höchstem Niveau - MIETEN OHNE KAUTION Diese hochwertige Wohnung überzeugt mit grosszügigen, lichtdurchfluteten Räumen und einer modernen Ausstattung. Die ruhige Lage in einer begehrten Wohngegend bietet ein komfortables Wohngefühl.- Neuwertige Küche in schlichter Eleganz- Alle Zimmer Eichenparkett- Bad/Dusche/WC- Grosszügige Loggia- Gut durchdater Grundriss- Nahe an der Töss- Bushaltestelle in unmittelbarer Nähe- Diverse Einkaufsmöglichkeiten vor Ort- Einstellplatz ab CHF 160.00 im Mt. verfügbarDie Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer der angegebenen Wohnung.Interessiert? Bewerben Sie sich jetz!"
"1726581140-44","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn3","3 Zimmer, 64m², CHF 1’500.– Top","Ruhtalstr. 12, 8400 Winterthur","CHF 1’500.–","Mitten im Zentrum!","3 Zimmer, 64m², CHF 1’500.– TopRuhtalstr. 12, 8400 WinterthurMitten im Zentrum! Wir vermieten per 01.11.2024 eine zentrale 3 Zimmer-Wohnung mit folgenden Vorzügen:- Gepflegte Liegenschaft- Bodenbelag: Parkett - Heller Wohn-/Essbereich- Geschlossene Küche mit Glasheramikherd und Geschirrspüler- Bad/WC- Balkon- Praktischer Wandschrank- Estrich- und Kellerabteil- Sehr zentrale Lage, nähe Bahnhof / Banana City(Die Bilder zeigen den Standard der Liegenschaft und entsprechen nicht immer der angebotenen Wohnung.)"
"1726581140-45","https://www.immoscout24.ch/de/immobilien/mieten/ort-winterthur?pn3","2.5 Zimmer, 66m², CHF 1’930.– Top","Seuzacherstr. 9a, 8400 Winterthur","CHF 1’930.–","Zentrum Rosenberg: Moderne Wohnung mit eigenem Concierge","2.5 Zimmer, 66m², CHF 1’930.– TopSeuzacherstr. 9a, 8400 WinterthurZentrum Rosenberg: Moderne Wohnung mit eigenem Concierge Hier erwartet Sie eine modernen Wohnung in zentraler Lage mit komfortabler Ausstattung. Das Einkaufszentrum im Haus und die Bushaltestelle vor dem Haus bieten zusätzlichen Komfort und sparen Zeit.- Moderne Wohnung an zentraler Lage- Gesamte Wohnung mit Parkett- Offene Küche mit Glaskeramikherd, Geschirrspüler und Backofen- Badezimmer mit Badewanne- Waschmaschine und Trockner in der Wohnung- Grosszügiger Balkon (Loggia)- Reduit- Kellerabteil- Lift- Minergiewohnüberbauung mit kontrollierter Lüftung- Migros direkt in der Liegenschaft (Einkaufszentrum Rosenberg)- Sehr nahe gelegene Busstation - Einstellplatz für CHF 140.- pro Monat Interessiert? Bewerben Sie sich jetz!Homepage: http://www.james-winterthur.ch"
